"","iter","G00","G10","G20","TAU0","TAU1","RHO","SIGMA","g00","g10","g20","tau0","tau1","rho","sigma","dgam","dtau","dsig","drho","dtot"
"14",14,-2.67444571287265,-9.62232613720096,11.4263401008467,2.16408878764153,0.995172185908129,0.398770000040531,2.48497082186365,-2.7175962174903,-9.63276690928353,11.4296505910506,2.1865850073336,0.923405267245201,0.378514497670436,2.48841718627476,0.0569017669041103,0.0942631383549919,0.00344636441111801,0.0202555023700948,0.174866772040315
"15",15,14.1652391779221,-2.66902676309865,22.6836268300393,1.22656670529818,0.457470461982538,0.216695402935147,0.812032645255883,14.2052287127849,-2.68191012751939,22.6841043420641,1.12925247017385,0.413784289638686,0.194892627656393,0.813853819464783,0.0533504113082772,0.141000407468177,0.0018211742088996,0.0218027752787543,0.217974768264108
"16",16,-4.27291019827457,15.7659085678116,-21.743327699046,1.97723564017609,0.577339053637607,0.150568917021155,0.571460604175566,-4.22220987545548,15.7834170857754,-21.7433793449431,1.91594238372603,0.563187255294545,0.170002007982005,0.572210582080775,0.0682604866800158,0.0754450547931209,0.000749977905209032,0.0194330909608497,0.163888610339195
"17",17,4.49856568268082,-4.16388181413245,-8.22261205759306,0.211172785930421,3.38563419444141,0.369270276837051,0.341181307145698,4.50908629236246,-4.08217314532782,-8.22274828539854,0.207253229804165,3.17128658881066,0.359896280695936,0.340760108378916,0.092365506291749,0.218267161757004,0.000421198766781983,0.00937399614111456,0.32042786295665
"18",18,-23.1485351033352,5.64470291954262,-3.89591713505258,0.56978791926738,1.46589489222941,0.372425000742078,0.547692401426705,-23.1847855855089,5.57905845440166,-3.89654176222843,0.583265384544455,1.55872715383081,0.373636979555454,0.547284554317758,0.102519574490503,0.106309726878479,0.000407847108947368,0.00121197881337576,0.210449127291305
"19",19,-6.96093330357347,-6.45649542697496,-5.93067243053208,1.92679599655678,0.335925885108243,0.382611627411097,1.3199151668548,-6.95623116735778,-6.46223896064239,-5.93161012700341,1.91755956338934,0.337044327574329,0.374465351466515,1.32227376819657,0.0113833663544556,0.0103548756335264,0.00235860134177335,0.00814627594458184,0.0322431192743372
"20",20,-17.214631944934,5.8483029544856,-23.2479661698187,1.97979373975328,0.212447811420297,0.384232287853956,1.18246778250857,-17.2846128774856,5.83750658288424,-23.2493452316446,1.89517274048541,0.208739520482941,0.412337260661629,1.18046029653123,0.0821563659789568,0.0883292902052256,0.00200748597734357,0.0281049728076728,0.200598114969199
"21",21,-8.54668020486242,-11.0935466712667,-32.6286638955888,0.912500225013679,2.18518203525835,0.143232956156135,1.07741748161136,-8.54444607888654,-11.0635734236537,-32.629303450401,0.863459393071691,2.14413605684912,0.137126921801124,1.07790524835377,0.032846928401101,0.0900868103512238,0.000487766742402362,0.00610603435501073,0.129527539849738
"22",22,-2.42992360897196,0.448685761534062,-4.71936126522879,2.33907986929407,0.906130872481895,0.16400451855734,0.309266196286139,-2.38156067973955,0.431036526676343,-4.71906735518329,2.52078841653816,0.858894474797359,0.181499550649605,0.308889280688164,0.0663060741356339,0.22894494492863,0.000376915597974425,0.0174950320922649,0.313122966754504
"23",23,4.65187342021313,-9.76616787577046,11.7077232914504,0.622763297604931,1.33980557325365,0.00160101410001516,0.399966932528128,4.63115352720317,-9.68498189333438,11.7070710645423,0.55864704349852,1.31960426759905,-0.0323426979879785,0.400156170603647,0.102558102354193,0.0843175597610183,0.000189238075518627,0.0339437120879937,0.221008612278723
"24",24,-8.57844793094699,5.39581173729437,-11.9212560479095,0.199482125122952,2.02721325746979,0.0385277806781232,0.987840078276676,-8.57065657898199,5.35790371247295,-11.9207981982542,0.19731469190025,2.0633896162898,0.0178104640158622,0.987890422993981,0.0461572264417427,0.0383437920427077,5.03447173045846e-05,0.020717316662261,0.105268679864016
"25",25,0.0991892030892375,0.234115910003374,19.412471789024,0.23044693433721,1.35838672238841,0.376512689888477,1.10883002223119,0.0941206784541775,0.179102626737118,19.4119735104596,0.238186899638655,1.33536516957016,0.422704523813482,1.10628483628849,0.0605800864657306,0.0307615181197041,0.00254518594269126,0.0461918339250044,0.14007862445313
"26",26,3.64808403952576,3.6893882784415,-0.0774798613064634,0.625774800711599,0.459674343155054,0.165982962213457,0.567674490792499,3.62166236466191,3.66686405928049,-0.0776634682422024,0.636562737786255,0.449547917946776,0.191803017359952,0.566307889236404,0.0491295009606071,0.0209143622829345,0.00136660155609536,0.0258200551464958,0.0972305199461328
"27",27,-0.726247488547982,4.06398932743854,5.44806390040764,0.9303650838132,0.967919572242611,0.21727164844051,0.392085818122122,-0.75613474541968,4.07204393705889,5.44741436440359,0.926261304822309,0.989214143942267,0.220884549394173,0.392805542357837,0.0385914024960994,0.025398350690547,0.000719724235715535,0.00361290095366257,0.0683223783760245
"28",28,12.8503068041905,7.41458825648656,-3.50129970316279,0.515091721003881,0.849116058486214,0.169857704266906,0.564247883703318,12.8623913921321,7.43063417789662,-3.50091163766291,0.535918194282296,0.855483239878694,0.224127232383595,0.564954094907479,0.028518574851518,0.0271936546708957,0.000706211204161256,0.0542695281166896,0.110687968843265
"29",29,-2.9156547291158,23.1952210085224,-12.2622370355104,1.82533486505322,0.420139647191746,0.108589241001755,1.90745371529307,-2.91079040646396,23.2103884968211,-12.2615239087939,1.93511303399346,0.419981875162952,0.119753069323272,1.90867603848157,0.020744937667077,0.109935940969035,0.0012223231884958,0.0111638283215169,0.143067030146125
"30",30,14.7530006534406,11.7899316714183,14.2084279790914,0.663617929091512,0.540258658782912,0.0554357815533876,0.490497188442821,14.7645204638388,11.8708382103395,14.2082841226246,0.662040729181079,0.540600062279585,0.101032337163069,0.490185649577265,0.0925702057861404,0.0019186034071057,0.000311538865556404,0.0455965556096812,0.140396903668484
"31",31,-9.18613305584553,11.5616825274225,1.98521964762184,1.89954813549673,0.82411167016757,0.322772319428623,0.980689141924563,-9.14554135196053,11.5677020059572,1.98453359842744,1.82069872298389,0.886167859381548,0.296134039206302,0.98017259344243,0.0472972316140736,0.140905601726814,0.000516548482132895,0.026638280222321,0.215357662045341
"32",32,-10.9835690914185,-12.2674887505652,-20.2595559422156,0.588952138144277,0.570808646279891,0.35094211101532,0.860529044369675,-10.9295947391851,-12.2310496459107,-20.2592933540828,0.577811824276262,0.543489087337704,0.310061995959189,0.86046128383023,0.0906760450206825,0.0384598728102014,6.77605394447944e-05,0.0408801150561306,0.170083793426459
"33",33,4.75360581257222,-17.3883892393033,-8.5757438254222,0.956216944331451,0.823167185919024,0.0612633191980422,1.25836867540737,4.77849103590892,-17.3922722961335,-8.57645572902016,1.02984510791965,0.845949237575272,0.103161798007512,1.25837429554662,0.0294801837648047,0.0964102152444456,5.62013925220484e-06,0.04189847880947,0.167794497957972
"34",34,0.085317476980506,8.08020616062159,-4.26781222608368,1.18358883788706,2.18812964175609,0.141369902342558,0.840120722824506,0.11739096685381,8.00624311968985,-4.26654386427387,1.2169917295589,2.13064118585974,0.139961093297748,0.84069485397802,0.10730489261485,0.0908913475681983,0.000574131153513235,0.00140880904480992,0.200179180381372
"35",35,-3.9763681725406,-11.618307028015,0.749744800631695,0.731703587938064,1.68771589755391,0.00329971117898822,0.718395792906945,-3.95482971500131,-11.6701156182434,0.748312039504571,0.727905256950016,1.85400688723612,0.0470618120852481,0.718901065132328,0.0747798088948513,0.170089320670256,0.000505272225383102,0.0437621009062599,0.28913650269675
"36",36,5.36749743961927,-4.27243776577494,8.62312553549474,0.503954581015645,0.864365226420784,0.219141440466046,0.422354057756738,5.35993797367571,-4.24247883576635,8.62209433173748,0.531428270592146,0.8562764522634,0.221102153500115,0.421901572888485,0.0385495997094107,0.0355624637338848,0.000452484868253167,0.00196071303406903,0.0765252613456178
"37",37,-15.0374418712606,-2.40203711884123,-23.539052209802,0.230863150387159,1.74450477765455,0.0982412359677255,0.378217157748301,-15.0543483517821,-2.37709293353638,-23.5394506272494,0.222179405837801,1.69303193904446,0.0748140878703072,0.37859013933351,0.0422490832737186,0.0601565831594481,0.000372981585209153,0.0234271480974183,0.126205796115794
"38",38,-4.37864055757086,6.00136405537651,-12.8771011079323,0.0608427993824283,1.01187052694289,0.397895376011729,1.31127104043314,-4.36097352326025,6.06164894651709,-12.8772943159429,0.0598576220528293,1.03146910073328,0.411599766918361,1.3140096215282,0.0781451334617858,0.0205837511199862,0.00273858109506708,0.0137043909066317,0.115171856583471
"39",39,21.0841832743269,9.02553642382609,2.39013616618959,1.24228714328374,1.46138819627309,0.0245299809612334,1.61603150461575,21.0603649759094,8.99461795198454,2.38977454046137,1.22795865098121,1.44889727616352,0.046618879457134,1.61476540244866,0.0550983959872449,0.0268194124120975,0.00126610216708634,0.0220888984959007,0.105272809062329
"40",40,-6.54764705352476,5.31691080750438,26.7872823887917,0.786007191847641,0.908653590515683,0.103518305253237,0.783124986593946,-6.48396173798112,5.3107862342538,26.7871218209971,0.81345820343062,0.933195243189507,0.100037503724016,0.784781594276504,0.0699704565887869,0.0519926642568038,0.00165660768255838,0.00348080152922169,0.127100530057371
"41",41,-0.0794496684080325,-4.5588777240682,5.29935860225185,0.527476226819418,0.185654047481986,0.303381212521344,0.483872809760268,-0.107968585383158,-4.56072566176089,5.29873017709542,0.544208701105183,0.197976456969894,0.260869420730388,0.484706850449425,0.0309952798242459,0.0290548837736723,0.000834040689156601,0.0425117917909568,0.103395996078032
"42",42,10.3574915027583,0.897870514371976,-17.3029049509176,1.58663623437547,0.480962514235729,0.0543816139921546,0.332258544595466,10.3894741429293,0.914452665941567,-17.3022219070577,1.61629514613847,0.485655276328944,0.039514739186071,0.332596395345283,0.0492478356005153,0.0343516738562117,0.000337850749816293,0.0148668748060836,0.0988042350126269
"43",43,0.969992045022985,-13.0096422924137,-9.89495368885085,0.461642415639822,1.27401644119224,0.0297754300758243,2.20594291492857,0.95343656176636,-13.0289354411516,-9.89412337111873,0.468560871244913,1.27107989078907,0.0291471216703618,2.20826240407875,0.0366789497265891,0.00985500600825989,0.00231948915018565,0.000628308405462481,0.0494817532904972
"44",44,12.6170397099202,-10.2248011021559,-6.30794071709613,0.799496569084178,0.245894127783813,0.196829016134143,0.549003482874624,12.5894812952137,-10.2067683386839,-6.30808045081642,0.8586402608486,0.245114386845327,0.216959369518518,0.549394881571424,0.0457309118988709,0.0599234327029083,0.00039139869680016,0.0201303533843752,0.126176096682955
"45",45,1.89348865240191,-0.442292205873994,6.64708384675463,1.09893205165969,0.408760301028432,0.11556063843891,0.762404969542386,1.88789081830827,-0.441886444520717,6.6486552711263,1.0296551662539,0.41142677657412,0.111566428828072,0.761372843589239,0.00757501981858699,0.0719433609514783,0.00103212595314639,0.00399420961083846,0.0845447163340501
"46",46,-23.4219106831297,-11.2201451710437,-7.23504399918867,1.21390830769487,0.419654051358377,0.258417661581188,0.827403541087083,-23.4440624949787,-11.2198306316701,-7.23473716916708,1.22510445504666,0.438796745200511,0.266572221045617,0.824659198123272,0.0227731812441805,0.0303388411939245,0.00274434296381043,0.0081545594644285,0.0640109248663439
"47",47,9.76145834177348,8.78451704240266,-10.0384753120932,0.773171128000883,0.141543798436358,0.116548829525709,0.329174654329097,9.76439050709138,8.80305530864711,-10.0391556050557,0.785271186184734,0.152785014781635,0.124627603908676,0.328239010471369,0.0221507245247849,0.0233412745291291,0.000935643857728208,0.00807877438296689,0.0545064172946091
"48",48,-9.09744553251483,15.7647160054882,3.05105512418755,0.531374844097133,0.38753480563831,0.18035856988281,0.256167144385592,-9.08822251785073,15.7311404190624,3.05157046628719,0.534318084762927,0.391184033980308,0.194727468417962,0.255899064786538,0.0433139431894771,0.00659246900779148,0.000268079599053506,0.0143688985351516,0.0645433903314737
"49",49,7.18212699206514,-0.932994972917845,14.1711032199104,1.5167463916406,1.83524603973123,0.14871029201895,0.215551666541911,7.21850908948552,-0.847529921105092,14.1716087264469,1.49250534766802,1.93456618742887,0.135007416936125,0.215926384581664,0.122352655769666,0.123561191670221,0.000374718039752586,0.013702875082825,0.259991440562465
"50",50,1.43391995592668,13.3475335845724,1.61962013953993,1.73439127766015,2.07287262169148,0.208532208297402,1.12780255652881,1.38839788179036,13.3375986903738,1.61991951350041,1.68082913775034,2.02210174015782,0.200486196242482,1.1276963839159,0.055756342295386,0.104333021443464,0.000106172612911459,0.00804601205491992,0.168241548406681
