"","IC","Model","marg","N","J","TAU0","TAU1","G10","G20","p_choose"
"2188","DIC",5,50,10,0.04,0.04,0.2,0.2,1,0.11
"2189","WAIC",5,50,10,0.04,0.04,0.2,0.2,1,0.12
"2190","LOO",5,50,10,0.04,0.04,0.2,0.2,1,0.12
"2191","DIC",1,70,10,0.04,0.04,0.2,0.2,1,0.51
"2192","WAIC",1,70,10,0.04,0.04,0.2,0.2,1,0.52
"2193","LOO",1,70,10,0.04,0.04,0.2,0.2,1,0.52
"2194","DIC",2,70,10,0.04,0.04,0.2,0.2,1,0.27
"2195","WAIC",2,70,10,0.04,0.04,0.2,0.2,1,0.27
"2196","LOO",2,70,10,0.04,0.04,0.2,0.2,1,0.27
"2197","DIC",3,70,10,0.04,0.04,0.2,0.2,1,0.07
"2198","WAIC",3,70,10,0.04,0.04,0.2,0.2,1,0.07
"2199","LOO",3,70,10,0.04,0.04,0.2,0.2,1,0.08
"2200","DIC",4,70,10,0.04,0.04,0.2,0.2,1,0
"2201","WAIC",4,70,10,0.04,0.04,0.2,0.2,1,0
"2202","LOO",4,70,10,0.04,0.04,0.2,0.2,1,0
"2203","DIC",5,70,10,0.04,0.04,0.2,0.2,1,0.15
"2204","WAIC",5,70,10,0.04,0.04,0.2,0.2,1,0.14
"2205","LOO",5,70,10,0.04,0.04,0.2,0.2,1,0.13
"2206","DIC",1,20,50,0.04,0.04,0.2,0.2,1,0.66
"2207","WAIC",1,20,50,0.04,0.04,0.2,0.2,1,0.61
"2208","LOO",1,20,50,0.04,0.04,0.2,0.2,1,0.61
"2209","DIC",2,20,50,0.04,0.04,0.2,0.2,1,0.03
"2210","WAIC",2,20,50,0.04,0.04,0.2,0.2,1,0.03
"2211","LOO",2,20,50,0.04,0.04,0.2,0.2,1,0.03
"2212","DIC",3,20,50,0.04,0.04,0.2,0.2,1,0.12
"2213","WAIC",3,20,50,0.04,0.04,0.2,0.2,1,0.19
"2214","LOO",3,20,50,0.04,0.04,0.2,0.2,1,0.18
"2215","DIC",4,20,50,0.04,0.04,0.2,0.2,1,0
"2216","WAIC",4,20,50,0.04,0.04,0.2,0.2,1,0
"2217","LOO",4,20,50,0.04,0.04,0.2,0.2,1,0
"2218","DIC",5,20,50,0.04,0.04,0.2,0.2,1,0.19
"2219","WAIC",5,20,50,0.04,0.04,0.2,0.2,1,0.17
"2220","LOO",5,20,50,0.04,0.04,0.2,0.2,1,0.18
"2221","DIC",1,50,50,0.04,0.04,0.2,0.2,1,0.71
"2222","WAIC",1,50,50,0.04,0.04,0.2,0.2,1,0.66
"2223","LOO",1,50,50,0.04,0.04,0.2,0.2,1,0.66
"2224","DIC",2,50,50,0.04,0.04,0.2,0.2,1,0
"2225","WAIC",2,50,50,0.04,0.04,0.2,0.2,1,0
"2226","LOO",2,50,50,0.04,0.04,0.2,0.2,1,0
"2227","DIC",3,50,50,0.04,0.04,0.2,0.2,1,0.11
"2228","WAIC",3,50,50,0.04,0.04,0.2,0.2,1,0.14
"2229","LOO",3,50,50,0.04,0.04,0.2,0.2,1,0.14
"2230","DIC",4,50,50,0.04,0.04,0.2,0.2,1,0
"2231","WAIC",4,50,50,0.04,0.04,0.2,0.2,1,0
"2232","LOO",4,50,50,0.04,0.04,0.2,0.2,1,0
"2233","DIC",5,50,50,0.04,0.04,0.2,0.2,1,0.18
"2234","WAIC",5,50,50,0.04,0.04,0.2,0.2,1,0.2
"2235","LOO",5,50,50,0.04,0.04,0.2,0.2,1,0.2
"2236","DIC",1,70,50,0.04,0.04,0.2,0.2,1,0.65
"2237","WAIC",1,70,50,0.04,0.04,0.2,0.2,1,0.64
"2238","LOO",1,70,50,0.04,0.04,0.2,0.2,1,0.64
"2239","DIC",2,70,50,0.04,0.04,0.2,0.2,1,0
"2240","WAIC",2,70,50,0.04,0.04,0.2,0.2,1,0
"2241","LOO",2,70,50,0.04,0.04,0.2,0.2,1,0
"2242","DIC",3,70,50,0.04,0.04,0.2,0.2,1,0.19
"2243","WAIC",3,70,50,0.04,0.04,0.2,0.2,1,0.22
"2244","LOO",3,70,50,0.04,0.04,0.2,0.2,1,0.22
"2245","DIC",4,70,50,0.04,0.04,0.2,0.2,1,0
"2246","WAIC",4,70,50,0.04,0.04,0.2,0.2,1,0
"2247","LOO",4,70,50,0.04,0.04,0.2,0.2,1,0
"2248","DIC",5,70,50,0.04,0.04,0.2,0.2,1,0.16
"2249","WAIC",5,70,50,0.04,0.04,0.2,0.2,1,0.14
"2250","LOO",5,70,50,0.04,0.04,0.2,0.2,1,0.14
"2251","DIC",1,20,100,0.04,0.04,0.2,0.2,1,0.69
"2252","WAIC",1,20,100,0.04,0.04,0.2,0.2,1,0.73
"2253","LOO",1,20,100,0.04,0.04,0.2,0.2,1,0.7
"2254","DIC",2,20,100,0.04,0.04,0.2,0.2,1,0
"2255","WAIC",2,20,100,0.04,0.04,0.2,0.2,1,0
"2256","LOO",2,20,100,0.04,0.04,0.2,0.2,1,0
"2257","DIC",3,20,100,0.04,0.04,0.2,0.2,1,0.15
"2258","WAIC",3,20,100,0.04,0.04,0.2,0.2,1,0.13
"2259","LOO",3,20,100,0.04,0.04,0.2,0.2,1,0.15
"2260","DIC",4,20,100,0.04,0.04,0.2,0.2,1,0
"2261","WAIC",4,20,100,0.04,0.04,0.2,0.2,1,0
"2262","LOO",4,20,100,0.04,0.04,0.2,0.2,1,0
"2263","DIC",5,20,100,0.04,0.04,0.2,0.2,1,0.16
"2264","WAIC",5,20,100,0.04,0.04,0.2,0.2,1,0.14
"2265","LOO",5,20,100,0.04,0.04,0.2,0.2,1,0.15
"2266","DIC",1,50,100,0.04,0.04,0.2,0.2,1,0.72
"2267","WAIC",1,50,100,0.04,0.04,0.2,0.2,1,0.72
"2268","LOO",1,50,100,0.04,0.04,0.2,0.2,1,0.72
"2269","DIC",2,50,100,0.04,0.04,0.2,0.2,1,0
"2270","WAIC",2,50,100,0.04,0.04,0.2,0.2,1,0
"2271","LOO",2,50,100,0.04,0.04,0.2,0.2,1,0
"2272","DIC",3,50,100,0.04,0.04,0.2,0.2,1,0.11
"2273","WAIC",3,50,100,0.04,0.04,0.2,0.2,1,0.13
"2274","LOO",3,50,100,0.04,0.04,0.2,0.2,1,0.13
"2275","DIC",4,50,100,0.04,0.04,0.2,0.2,1,0
"2276","WAIC",4,50,100,0.04,0.04,0.2,0.2,1,0
"2277","LOO",4,50,100,0.04,0.04,0.2,0.2,1,0
"2278","DIC",5,50,100,0.04,0.04,0.2,0.2,1,0.17
"2279","WAIC",5,50,100,0.04,0.04,0.2,0.2,1,0.15
"2280","LOO",5,50,100,0.04,0.04,0.2,0.2,1,0.15
"2281","DIC",1,70,100,0.04,0.04,0.2,0.2,1,0.76
"2282","WAIC",1,70,100,0.04,0.04,0.2,0.2,1,0.79
"2283","LOO",1,70,100,0.04,0.04,0.2,0.2,1,0.79
"2284","DIC",2,70,100,0.04,0.04,0.2,0.2,1,0
"2285","WAIC",2,70,100,0.04,0.04,0.2,0.2,1,0
"2286","LOO",2,70,100,0.04,0.04,0.2,0.2,1,0
"2287","DIC",3,70,100,0.04,0.04,0.2,0.2,1,0.11
"2288","WAIC",3,70,100,0.04,0.04,0.2,0.2,1,0.09
"2289","LOO",3,70,100,0.04,0.04,0.2,0.2,1,0.09
"2290","DIC",4,70,100,0.04,0.04,0.2,0.2,1,0
"2291","WAIC",4,70,100,0.04,0.04,0.2,0.2,1,0
"2292","LOO",4,70,100,0.04,0.04,0.2,0.2,1,0
"2293","DIC",5,70,100,0.04,0.04,0.2,0.2,1,0.13
"2294","WAIC",5,70,100,0.04,0.04,0.2,0.2,1,0.12
"2295","LOO",5,70,100,0.04,0.04,0.2,0.2,1,0.12
"2296","DIC",1,20,10,0.16,0.04,0.2,0.2,1,0.31
"2297","WAIC",1,20,10,0.16,0.04,0.2,0.2,1,0.31
"2298","LOO",1,20,10,0.16,0.04,0.2,0.2,1,0.32
"2299","DIC",2,20,10,0.16,0.04,0.2,0.2,1,0.44
"2300","WAIC",2,20,10,0.16,0.04,0.2,0.2,1,0.43
"2301","LOO",2,20,10,0.16,0.04,0.2,0.2,1,0.43
"2302","DIC",3,20,10,0.16,0.04,0.2,0.2,1,0.08
"2303","WAIC",3,20,10,0.16,0.04,0.2,0.2,1,0.09
"2304","LOO",3,20,10,0.16,0.04,0.2,0.2,1,0.09
"2305","DIC",4,20,10,0.16,0.04,0.2,0.2,1,0.01
"2306","WAIC",4,20,10,0.16,0.04,0.2,0.2,1,0.01
"2307","LOO",4,20,10,0.16,0.04,0.2,0.2,1,0.01
"2308","DIC",5,20,10,0.16,0.04,0.2,0.2,1,0.16
"2309","WAIC",5,20,10,0.16,0.04,0.2,0.2,1,0.16
"2310","LOO",5,20,10,0.16,0.04,0.2,0.2,1,0.15
"2311","DIC",1,50,10,0.16,0.04,0.2,0.2,1,0.41
"2312","WAIC",1,50,10,0.16,0.04,0.2,0.2,1,0.37
"2313","LOO",1,50,10,0.16,0.04,0.2,0.2,1,0.39
"2314","DIC",2,50,10,0.16,0.04,0.2,0.2,1,0.38
"2315","WAIC",2,50,10,0.16,0.04,0.2,0.2,1,0.42
"2316","LOO",2,50,10,0.16,0.04,0.2,0.2,1,0.4
"2317","DIC",3,50,10,0.16,0.04,0.2,0.2,1,0.12
"2318","WAIC",3,50,10,0.16,0.04,0.2,0.2,1,0.11
"2319","LOO",3,50,10,0.16,0.04,0.2,0.2,1,0.11
"2320","DIC",4,50,10,0.16,0.04,0.2,0.2,1,0
"2321","WAIC",4,50,10,0.16,0.04,0.2,0.2,1,0
"2322","LOO",4,50,10,0.16,0.04,0.2,0.2,1,0
"2323","DIC",5,50,10,0.16,0.04,0.2,0.2,1,0.09
"2324","WAIC",5,50,10,0.16,0.04,0.2,0.2,1,0.1
"2325","LOO",5,50,10,0.16,0.04,0.2,0.2,1,0.1
"2326","DIC",1,70,10,0.16,0.04,0.2,0.2,1,0.56
"2327","WAIC",1,70,10,0.16,0.04,0.2,0.2,1,0.56
"2328","LOO",1,70,10,0.16,0.04,0.2,0.2,1,0.58
"2329","DIC",2,70,10,0.16,0.04,0.2,0.2,1,0.21
"2330","WAIC",2,70,10,0.16,0.04,0.2,0.2,1,0.21
"2331","LOO",2,70,10,0.16,0.04,0.2,0.2,1,0.2
"2332","DIC",3,70,10,0.16,0.04,0.2,0.2,1,0.14
"2333","WAIC",3,70,10,0.16,0.04,0.2,0.2,1,0.15
"2334","LOO",3,70,10,0.16,0.04,0.2,0.2,1,0.15
"2335","DIC",4,70,10,0.16,0.04,0.2,0.2,1,0
"2336","WAIC",4,70,10,0.16,0.04,0.2,0.2,1,0
"2337","LOO",4,70,10,0.16,0.04,0.2,0.2,1,0
"2338","DIC",5,70,10,0.16,0.04,0.2,0.2,1,0.09
"2339","WAIC",5,70,10,0.16,0.04,0.2,0.2,1,0.08
"2340","LOO",5,70,10,0.16,0.04,0.2,0.2,1,0.07
"2341","DIC",1,20,50,0.16,0.04,0.2,0.2,1,0.69
"2342","WAIC",1,20,50,0.16,0.04,0.2,0.2,1,0.7
"2343","LOO",1,20,50,0.16,0.04,0.2,0.2,1,0.69
"2344","DIC",2,20,50,0.16,0.04,0.2,0.2,1,0.03
"2345","WAIC",2,20,50,0.16,0.04,0.2,0.2,1,0.03
"2346","LOO",2,20,50,0.16,0.04,0.2,0.2,1,0.03
"2347","DIC",3,20,50,0.16,0.04,0.2,0.2,1,0.13
"2348","WAIC",3,20,50,0.16,0.04,0.2,0.2,1,0.12
"2349","LOO",3,20,50,0.16,0.04,0.2,0.2,1,0.12
"2350","DIC",4,20,50,0.16,0.04,0.2,0.2,1,0
"2351","WAIC",4,20,50,0.16,0.04,0.2,0.2,1,0
"2352","LOO",4,20,50,0.16,0.04,0.2,0.2,1,0
"2353","DIC",5,20,50,0.16,0.04,0.2,0.2,1,0.15
"2354","WAIC",5,20,50,0.16,0.04,0.2,0.2,1,0.15
"2355","LOO",5,20,50,0.16,0.04,0.2,0.2,1,0.16
"2356","DIC",1,50,50,0.16,0.04,0.2,0.2,1,0.74
"2357","WAIC",1,50,50,0.16,0.04,0.2,0.2,1,0.74
"2358","LOO",1,50,50,0.16,0.04,0.2,0.2,1,0.74
"2359","DIC",2,50,50,0.16,0.04,0.2,0.2,1,0
"2360","WAIC",2,50,50,0.16,0.04,0.2,0.2,1,0
"2361","LOO",2,50,50,0.16,0.04,0.2,0.2,1,0
"2362","DIC",3,50,50,0.16,0.04,0.2,0.2,1,0.09
"2363","WAIC",3,50,50,0.16,0.04,0.2,0.2,1,0.08
"2364","LOO",3,50,50,0.16,0.04,0.2,0.2,1,0.08
"2365","DIC",4,50,50,0.16,0.04,0.2,0.2,1,0
"2366","WAIC",4,50,50,0.16,0.04,0.2,0.2,1,0
"2367","LOO",4,50,50,0.16,0.04,0.2,0.2,1,0
"2368","DIC",5,50,50,0.16,0.04,0.2,0.2,1,0.17
"2369","WAIC",5,50,50,0.16,0.04,0.2,0.2,1,0.18
"2370","LOO",5,50,50,0.16,0.04,0.2,0.2,1,0.18
"2371","DIC",1,70,50,0.16,0.04,0.2,0.2,1,0.74
"2372","WAIC",1,70,50,0.16,0.04,0.2,0.2,1,0.75
"2373","LOO",1,70,50,0.16,0.04,0.2,0.2,1,0.74
"2374","DIC",2,70,50,0.16,0.04,0.2,0.2,1,0
"2375","WAIC",2,70,50,0.16,0.04,0.2,0.2,1,0
"2376","LOO",2,70,50,0.16,0.04,0.2,0.2,1,0
"2377","DIC",3,70,50,0.16,0.04,0.2,0.2,1,0.11
"2378","WAIC",3,70,50,0.16,0.04,0.2,0.2,1,0.11
"2379","LOO",3,70,50,0.16,0.04,0.2,0.2,1,0.11
"2380","DIC",4,70,50,0.16,0.04,0.2,0.2,1,0
"2381","WAIC",4,70,50,0.16,0.04,0.2,0.2,1,0
"2382","LOO",4,70,50,0.16,0.04,0.2,0.2,1,0
"2383","DIC",5,70,50,0.16,0.04,0.2,0.2,1,0.15
"2384","WAIC",5,70,50,0.16,0.04,0.2,0.2,1,0.14
"2385","LOO",5,70,50,0.16,0.04,0.2,0.2,1,0.15
"2386","DIC",1,20,100,0.16,0.04,0.2,0.2,1,0.7
"2387","WAIC",1,20,100,0.16,0.04,0.2,0.2,1,0.73
"2388","LOO",1,20,100,0.16,0.04,0.2,0.2,1,0.71
"2389","DIC",2,20,100,0.16,0.04,0.2,0.2,1,0
"2390","WAIC",2,20,100,0.16,0.04,0.2,0.2,1,0
"2391","LOO",2,20,100,0.16,0.04,0.2,0.2,1,0
"2392","DIC",3,20,100,0.16,0.04,0.2,0.2,1,0.08
"2393","WAIC",3,20,100,0.16,0.04,0.2,0.2,1,0.06
"2394","LOO",3,20,100,0.16,0.04,0.2,0.2,1,0.07
"2395","DIC",4,20,100,0.16,0.04,0.2,0.2,1,0
"2396","WAIC",4,20,100,0.16,0.04,0.2,0.2,1,0
"2397","LOO",4,20,100,0.16,0.04,0.2,0.2,1,0
"2398","DIC",5,20,100,0.16,0.04,0.2,0.2,1,0.22
"2399","WAIC",5,20,100,0.16,0.04,0.2,0.2,1,0.21
"2400","LOO",5,20,100,0.16,0.04,0.2,0.2,1,0.22
"2401","DIC",1,50,100,0.16,0.04,0.2,0.2,1,0.72
"2402","WAIC",1,50,100,0.16,0.04,0.2,0.2,1,0.74
"2403","LOO",1,50,100,0.16,0.04,0.2,0.2,1,0.73
"2404","DIC",2,50,100,0.16,0.04,0.2,0.2,1,0
"2405","WAIC",2,50,100,0.16,0.04,0.2,0.2,1,0
"2406","LOO",2,50,100,0.16,0.04,0.2,0.2,1,0
"2407","DIC",3,50,100,0.16,0.04,0.2,0.2,1,0.17
"2408","WAIC",3,50,100,0.16,0.04,0.2,0.2,1,0.14
"2409","LOO",3,50,100,0.16,0.04,0.2,0.2,1,0.15
"2410","DIC",4,50,100,0.16,0.04,0.2,0.2,1,0
"2411","WAIC",4,50,100,0.16,0.04,0.2,0.2,1,0
"2412","LOO",4,50,100,0.16,0.04,0.2,0.2,1,0
"2413","DIC",5,50,100,0.16,0.04,0.2,0.2,1,0.11
"2414","WAIC",5,50,100,0.16,0.04,0.2,0.2,1,0.12
"2415","LOO",5,50,100,0.16,0.04,0.2,0.2,1,0.12
"2416","DIC",1,70,100,0.16,0.04,0.2,0.2,1,0.72
"2417","WAIC",1,70,100,0.16,0.04,0.2,0.2,1,0.73
"2418","LOO",1,70,100,0.16,0.04,0.2,0.2,1,0.72
"2419","DIC",2,70,100,0.16,0.04,0.2,0.2,1,0
"2420","WAIC",2,70,100,0.16,0.04,0.2,0.2,1,0
"2421","LOO",2,70,100,0.16,0.04,0.2,0.2,1,0
"2422","DIC",3,70,100,0.16,0.04,0.2,0.2,1,0.1
"2423","WAIC",3,70,100,0.16,0.04,0.2,0.2,1,0.08
"2424","LOO",3,70,100,0.16,0.04,0.2,0.2,1,0.08
"2425","DIC",4,70,100,0.16,0.04,0.2,0.2,1,0
"2426","WAIC",4,70,100,0.16,0.04,0.2,0.2,1,0
"2427","LOO",4,70,100,0.16,0.04,0.2,0.2,1,0
"2428","DIC",5,70,100,0.16,0.04,0.2,0.2,1,0.18
"2429","WAIC",5,70,100,0.16,0.04,0.2,0.2,1,0.19
"2430","LOO",5,70,100,0.16,0.04,0.2,0.2,1,0.2
"2431","DIC",1,20,10,0.04,0.16,0.2,0.2,1,0.63
"2432","WAIC",1,20,10,0.04,0.16,0.2,0.2,1,0.62
"2433","LOO",1,20,10,0.04,0.16,0.2,0.2,1,0.62
"2434","DIC",2,20,10,0.04,0.16,0.2,0.2,1,0.05
"2435","WAIC",2,20,10,0.04,0.16,0.2,0.2,1,0.05
"2436","LOO",2,20,10,0.04,0.16,0.2,0.2,1,0.05
"2437","DIC",3,20,10,0.04,0.16,0.2,0.2,1,0.08
"2438","WAIC",3,20,10,0.04,0.16,0.2,0.2,1,0.08
"2439","LOO",3,20,10,0.04,0.16,0.2,0.2,1,0.08
"2440","DIC",4,20,10,0.04,0.16,0.2,0.2,1,0.04
"2441","WAIC",4,20,10,0.04,0.16,0.2,0.2,1,0.04
"2442","LOO",4,20,10,0.04,0.16,0.2,0.2,1,0.04
"2443","DIC",5,20,10,0.04,0.16,0.2,0.2,1,0.2
"2444","WAIC",5,20,10,0.04,0.16,0.2,0.2,1,0.21
"2445","LOO",5,20,10,0.04,0.16,0.2,0.2,1,0.21
"2446","DIC",1,50,10,0.04,0.16,0.2,0.2,1,0.69
"2447","WAIC",1,50,10,0.04,0.16,0.2,0.2,1,0.67
"2448","LOO",1,50,10,0.04,0.16,0.2,0.2,1,0.67
"2449","DIC",2,50,10,0.04,0.16,0.2,0.2,1,0
"2450","WAIC",2,50,10,0.04,0.16,0.2,0.2,1,0
"2451","LOO",2,50,10,0.04,0.16,0.2,0.2,1,0
"2452","DIC",3,50,10,0.04,0.16,0.2,0.2,1,0.13
"2453","WAIC",3,50,10,0.04,0.16,0.2,0.2,1,0.16
"2454","LOO",3,50,10,0.04,0.16,0.2,0.2,1,0.16
"2455","DIC",4,50,10,0.04,0.16,0.2,0.2,1,0
"2456","WAIC",4,50,10,0.04,0.16,0.2,0.2,1,0
"2457","LOO",4,50,10,0.04,0.16,0.2,0.2,1,0
"2458","DIC",5,50,10,0.04,0.16,0.2,0.2,1,0.18
"2459","WAIC",5,50,10,0.04,0.16,0.2,0.2,1,0.17
"2460","LOO",5,50,10,0.04,0.16,0.2,0.2,1,0.17
"2461","DIC",1,70,10,0.04,0.16,0.2,0.2,1,0.78
"2462","WAIC",1,70,10,0.04,0.16,0.2,0.2,1,0.78
"2463","LOO",1,70,10,0.04,0.16,0.2,0.2,1,0.78
"2464","DIC",2,70,10,0.04,0.16,0.2,0.2,1,0
"2465","WAIC",2,70,10,0.04,0.16,0.2,0.2,1,0
"2466","LOO",2,70,10,0.04,0.16,0.2,0.2,1,0
"2467","DIC",3,70,10,0.04,0.16,0.2,0.2,1,0.11
"2468","WAIC",3,70,10,0.04,0.16,0.2,0.2,1,0.1
"2469","LOO",3,70,10,0.04,0.16,0.2,0.2,1,0.1
"2470","DIC",4,70,10,0.04,0.16,0.2,0.2,1,0
"2471","WAIC",4,70,10,0.04,0.16,0.2,0.2,1,0
"2472","LOO",4,70,10,0.04,0.16,0.2,0.2,1,0
"2473","DIC",5,70,10,0.04,0.16,0.2,0.2,1,0.11
"2474","WAIC",5,70,10,0.04,0.16,0.2,0.2,1,0.12
"2475","LOO",5,70,10,0.04,0.16,0.2,0.2,1,0.12
"2476","DIC",1,20,50,0.04,0.16,0.2,0.2,1,0.74
"2477","WAIC",1,20,50,0.04,0.16,0.2,0.2,1,0.73
"2478","LOO",1,20,50,0.04,0.16,0.2,0.2,1,0.73
"2479","DIC",2,20,50,0.04,0.16,0.2,0.2,1,0
"2480","WAIC",2,20,50,0.04,0.16,0.2,0.2,1,0
"2481","LOO",2,20,50,0.04,0.16,0.2,0.2,1,0
"2482","DIC",3,20,50,0.04,0.16,0.2,0.2,1,0.14
"2483","WAIC",3,20,50,0.04,0.16,0.2,0.2,1,0.16
"2484","LOO",3,20,50,0.04,0.16,0.2,0.2,1,0.16
"2485","DIC",4,20,50,0.04,0.16,0.2,0.2,1,0
"2486","WAIC",4,20,50,0.04,0.16,0.2,0.2,1,0
"2487","LOO",4,20,50,0.04,0.16,0.2,0.2,1,0
"2488","DIC",5,20,50,0.04,0.16,0.2,0.2,1,0.12
"2489","WAIC",5,20,50,0.04,0.16,0.2,0.2,1,0.11
"2490","LOO",5,20,50,0.04,0.16,0.2,0.2,1,0.11
"2491","DIC",1,50,50,0.04,0.16,0.2,0.2,1,0.77
"2492","WAIC",1,50,50,0.04,0.16,0.2,0.2,1,0.75
"2493","LOO",1,50,50,0.04,0.16,0.2,0.2,1,0.74
"2494","DIC",2,50,50,0.04,0.16,0.2,0.2,1,0
"2495","WAIC",2,50,50,0.04,0.16,0.2,0.2,1,0
"2496","LOO",2,50,50,0.04,0.16,0.2,0.2,1,0
"2497","DIC",3,50,50,0.04,0.16,0.2,0.2,1,0.1
"2498","WAIC",3,50,50,0.04,0.16,0.2,0.2,1,0.11
"2499","LOO",3,50,50,0.04,0.16,0.2,0.2,1,0.11
"2500","DIC",4,50,50,0.04,0.16,0.2,0.2,1,0
"2501","WAIC",4,50,50,0.04,0.16,0.2,0.2,1,0
"2502","LOO",4,50,50,0.04,0.16,0.2,0.2,1,0
"2503","DIC",5,50,50,0.04,0.16,0.2,0.2,1,0.13
"2504","WAIC",5,50,50,0.04,0.16,0.2,0.2,1,0.14
"2505","LOO",5,50,50,0.04,0.16,0.2,0.2,1,0.15
"2506","DIC",1,70,50,0.04,0.16,0.2,0.2,1,0.78
"2507","WAIC",1,70,50,0.04,0.16,0.2,0.2,1,0.79
"2508","LOO",1,70,50,0.04,0.16,0.2,0.2,1,0.79
"2509","DIC",2,70,50,0.04,0.16,0.2,0.2,1,0
"2510","WAIC",2,70,50,0.04,0.16,0.2,0.2,1,0
"2511","LOO",2,70,50,0.04,0.16,0.2,0.2,1,0
"2512","DIC",3,70,50,0.04,0.16,0.2,0.2,1,0.12
"2513","WAIC",3,70,50,0.04,0.16,0.2,0.2,1,0.11
"2514","LOO",3,70,50,0.04,0.16,0.2,0.2,1,0.11
"2515","DIC",4,70,50,0.04,0.16,0.2,0.2,1,0
"2516","WAIC",4,70,50,0.04,0.16,0.2,0.2,1,0
"2517","LOO",4,70,50,0.04,0.16,0.2,0.2,1,0
"2518","DIC",5,70,50,0.04,0.16,0.2,0.2,1,0.1
"2519","WAIC",5,70,50,0.04,0.16,0.2,0.2,1,0.1
"2520","LOO",5,70,50,0.04,0.16,0.2,0.2,1,0.1
"2521","DIC",1,20,100,0.04,0.16,0.2,0.2,1,0.74
"2522","WAIC",1,20,100,0.04,0.16,0.2,0.2,1,0.74
"2523","LOO",1,20,100,0.04,0.16,0.2,0.2,1,0.74
"2524","DIC",2,20,100,0.04,0.16,0.2,0.2,1,0
"2525","WAIC",2,20,100,0.04,0.16,0.2,0.2,1,0
"2526","LOO",2,20,100,0.04,0.16,0.2,0.2,1,0
"2527","DIC",3,20,100,0.04,0.16,0.2,0.2,1,0.12
"2528","WAIC",3,20,100,0.04,0.16,0.2,0.2,1,0.13
"2529","LOO",3,20,100,0.04,0.16,0.2,0.2,1,0.13
"2530","DIC",4,20,100,0.04,0.16,0.2,0.2,1,0
"2531","WAIC",4,20,100,0.04,0.16,0.2,0.2,1,0
"2532","LOO",4,20,100,0.04,0.16,0.2,0.2,1,0
"2533","DIC",5,20,100,0.04,0.16,0.2,0.2,1,0.14
"2534","WAIC",5,20,100,0.04,0.16,0.2,0.2,1,0.13
"2535","LOO",5,20,100,0.04,0.16,0.2,0.2,1,0.13
"2536","DIC",1,50,100,0.04,0.16,0.2,0.2,1,0.67
"2537","WAIC",1,50,100,0.04,0.16,0.2,0.2,1,0.65
"2538","LOO",1,50,100,0.04,0.16,0.2,0.2,1,0.65
"2539","DIC",2,50,100,0.04,0.16,0.2,0.2,1,0
"2540","WAIC",2,50,100,0.04,0.16,0.2,0.2,1,0
"2541","LOO",2,50,100,0.04,0.16,0.2,0.2,1,0
"2542","DIC",3,50,100,0.04,0.16,0.2,0.2,1,0.15
"2543","WAIC",3,50,100,0.04,0.16,0.2,0.2,1,0.16
"2544","LOO",3,50,100,0.04,0.16,0.2,0.2,1,0.16
"2545","DIC",4,50,100,0.04,0.16,0.2,0.2,1,0
"2546","WAIC",4,50,100,0.04,0.16,0.2,0.2,1,0
"2547","LOO",4,50,100,0.04,0.16,0.2,0.2,1,0
"2548","DIC",5,50,100,0.04,0.16,0.2,0.2,1,0.18
"2549","WAIC",5,50,100,0.04,0.16,0.2,0.2,1,0.19
"2550","LOO",5,50,100,0.04,0.16,0.2,0.2,1,0.19
"2551","DIC",1,70,100,0.04,0.16,0.2,0.2,1,0.58
"2552","WAIC",1,70,100,0.04,0.16,0.2,0.2,1,0.61
"2553","LOO",1,70,100,0.04,0.16,0.2,0.2,1,0.57
"2554","DIC",2,70,100,0.04,0.16,0.2,0.2,1,0
"2555","WAIC",2,70,100,0.04,0.16,0.2,0.2,1,0
"2556","LOO",2,70,100,0.04,0.16,0.2,0.2,1,0
"2557","DIC",3,70,100,0.04,0.16,0.2,0.2,1,0.18
"2558","WAIC",3,70,100,0.04,0.16,0.2,0.2,1,0.16
"2559","LOO",3,70,100,0.04,0.16,0.2,0.2,1,0.17
"2560","DIC",4,70,100,0.04,0.16,0.2,0.2,1,0
"2561","WAIC",4,70,100,0.04,0.16,0.2,0.2,1,0
"2562","LOO",4,70,100,0.04,0.16,0.2,0.2,1,0
"2563","DIC",5,70,100,0.04,0.16,0.2,0.2,1,0.24
"2564","WAIC",5,70,100,0.04,0.16,0.2,0.2,1,0.23
"2565","LOO",5,70,100,0.04,0.16,0.2,0.2,1,0.26
"2566","DIC",1,20,10,0.16,0.16,0.2,0.2,1,0.75
"2567","WAIC",1,20,10,0.16,0.16,0.2,0.2,1,0.75
"2568","LOO",1,20,10,0.16,0.16,0.2,0.2,1,0.74
"2569","DIC",2,20,10,0.16,0.16,0.2,0.2,1,0.05
"2570","WAIC",2,20,10,0.16,0.16,0.2,0.2,1,0.04
"2571","LOO",2,20,10,0.16,0.16,0.2,0.2,1,0.04
"2572","DIC",3,20,10,0.16,0.16,0.2,0.2,1,0.06
"2573","WAIC",3,20,10,0.16,0.16,0.2,0.2,1,0.08
"2574","LOO",3,20,10,0.16,0.16,0.2,0.2,1,0.09
"2575","DIC",4,20,10,0.16,0.16,0.2,0.2,1,0.04
"2576","WAIC",4,20,10,0.16,0.16,0.2,0.2,1,0.04
"2577","LOO",4,20,10,0.16,0.16,0.2,0.2,1,0.04
"2578","DIC",5,20,10,0.16,0.16,0.2,0.2,1,0.1
